ID,Source,Destination,Timestamp,Airfare,Seat Availability
7378,San Jose,San Antonio,3819004118,179.61487105203918,68
3131,Chicago,Philadelphia,1902974552,913.2559681113861,96
5067,Dallas,Los Angeles,95883841,207.62471281815553,7
9544,San Jose,Phoenix,3460431399,325.7285925705624,63
9520,New York,Dallas,2278195528,296.16711254843096,26
6203,Chicago,San Jose,2989771018,576.9162701858988,63
9011,Phoenix,San Jose,2064652059,490.0624339007174,1
9890,Phoenix,Philadelphia,1208182821,355.80488719525874,77
2809,Phoenix,San Jose,1702840475,821.1614539766899,97
1362,Houston,Philadelphia,1264515086,427.55201459620685,16
6552,New York,Houston,2077438412,161.76625866301896,0
5548,Phoenix,Philadelphia,542488394,892.9504707039456,70
1297,Phoenix,Dallas,313289220,224.45475184420008,87
5833,San Diego,Dallas,2018763954,962.5380518310275,67
5603,Los Angeles,Houston,439512646,730.5926633811398,52
8019,Philadelphia,Dallas,2357997965,781.6848750949529,27
9631,New York,San Antonio,2282091712,361.0168637465143,74
2998,Philadelphia,Los Angeles,727213453,976.0554114928534,88
3991,Houston,Los Angeles,1648005145,723.8066045235349,20
5954,Phoenix,Philadelphia,1214942508,449.90051512615923,53
9440,Phoenix,New York,2704395729,707.8188658905566,63
8662,Los Angeles,Philadelphia,73956072,553.6510475699897,9
6345,Los Angeles,Los Angeles,4142112238,816.5962509228275,40
3705,Dallas,San Antonio,771352562,195.01726426336916,64
1065,San Diego,San Jose,2205892758,105.94681164050739,33
3612,San Diego,San Diego,2512960808,380.51256724126614,47
9219,San Diego,Dallas,813241380,703.2964294212132,23
3951,Dallas,New York,796222596,507.0173431810124,8
2388,Chicago,Houston,1438424926,113.04012402453803,37
2426,New York,Phoenix,25330132,110.61228648516577,23
2959,Houston,Phoenix,4241628697,768.259437167363,8
9786,Dallas,Dallas,3043795331,147.84401617318207,54
2086,Phoenix,San Antonio,3210692892,235.53316675921755,80
7323,Houston,Dallas,2576562728,589.7052181194272,58
9854,New York,New York,3708305683,689.2324020366017,83
3297,San Jose,San Antonio,967447636,416.86374301176323,39
2098,Houston,San Diego,2652532627,363.5505915940265,65
2327,Chicago,New York,3744780955,978.1874142725167,55
4744,Chicago,Philadelphia,3486700092,564.2537984769551,13
6055,Houston,Chicago,4092792238,617.4753489129005,87
9888,New York,San Diego,3881724886,546.2173806015594,2
5647,San Jose,New York,1717371098,152.3226600288935,62
3207,Los Angeles,Chicago,1791397473,988.849420399179,16
5337,New York,San Diego,1592527942,503.5417402851307,20
4369,Los Angeles,Philadelphia,687315074,555.6349855083529,41
5198,San Diego,Phoenix,755888847,302.61734052530153,75
7940,Philadelphia,San Antonio,567317864,170.63149052554945,73
2103,Houston,Houston,2795832061,412.25375622278466,55
4125,Houston,Phoenix,269971256,790.4716754934481,74
5348,Dallas,Dallas,1859842,860.6717902188774,56
4249,Dallas,Houston,1789753861,152.38583829677424,38
5547,San Diego,New York,3908256016,381.4908375352763,46
6047,Los Angeles,Los Angeles,133764927,837.1736984691647,39
8943,Los Angeles,Phoenix,3959945388,313.9208259726232,34
8602,San Diego,San Jose,1268492516,113.78751801002078,90
6530,Houston,San Jose,2982180706,536.7572746323335,20
